op,gas_costs,Bsize,Esize,Msize,B,E,M,tx_hash,tx_index,block_number,eip2565_cost,eip7883_cost,cost_increase,cost_ratio,from_address,to_address,value,gas_used,gas_price,transaction_type,eth_cost_current,eth_cost_eip7883,eth_cost_increase
STATICCALL,200,32,32,32,0x5ec467b88826aba4537602d514425f3b0bdf467bbf302458337c45f6021e539,0xf,0x800000000000011000000000000000000000000000000000000000000000001,0x09c52de22d57f283de8e796ef1f010ef655e7526aebfc058f73ab121062ff026,134,22581004,200,500,300,2.5,0xfe325f97146124f3767bfa59899fa4177fd46d2f,0x30efaaa99f8efe310d9fdc83072e2a04c093d400,0.0,411020.0,2723200561.0,2.0,5.446401122e-07,1.3616002805e-06,8.169601682999999e-07
STATICCALL,1360,32,32,32,0x3721b41ff6a3d1a86838df90dbbe08545156b67707d6ee096331398d862c27a3,0xffffffff00000000ffffffffffffffffbce6faada7179e84f3b9cac2fc63254f,0xffff,0x98de860bf94f528cff6c81b882bddc35a57a412e6b30c8edde5fbfe9e67d07bd,70,22581003,1360,1360,0,1.0,0x8f47a238c7701247ee8469ddc37ac1df121cfcce,0x5ff137d4b0fdcd49dca30c7cf57e578a026d2789,0.0,413965.0,3775034818.0,2.0,5.13404735248e-06,5.13404735248e-06,0.0
STATICCALL,1360,32,32,32,0xabe68012bf9ef6120e57dc33afc33f899a633b041631f1429b81860979d19f17,0xffffffff00000001000000000000000000000000fffffffffffffffffffffffd,0xffff,0x98de860bf94f528cff6c81b882bddc35a57a412e6b30c8edde5fbfe9e67d07bd,70,22581003,1360,1360,0,1.0,0x8f47a238c7701247ee8469ddc37ac1df121cfcce,0x5ff137d4b0fdcd49dca30c7cf57e578a026d2789,0.0,413965.0,3775034818.0,2.0,5.13404735248e-06,5.13404735248e-06,0.0
STATICCALL,1360,32,32,32,0x9cfb551ba128a626127ab4b0cf7683e6fdc0f84c0f86608a0096eca7f7c3724a,0xffffffff00000001000000000000000000000000fffffffffffffffffffffffd,0xffff,0x98de860bf94f528cff6c81b882bddc35a57a412e6b30c8edde5fbfe9e67d07bd,70,22581003,1360,1360,0,1.0,0x8f47a238c7701247ee8469ddc37ac1df121cfcce,0x5ff137d4b0fdcd49dca30c7cf57e578a026d2789,0.0,413965.0,3775034818.0,2.0,5.13404735248e-06,5.13404735248e-06,0.0
STATICCALL,1360,32,32,32,0x7655094fe761f3010d7f239a487dac6dfead0817871c9593a7d9451283e05a62,0xffffffff00000000ffffffffffffffffbce6faada7179e84f3b9cac2fc63254f,0xffff,0x55cebf6da1f7c6b6508a85b22df20a715b349454868db516e8403f908c5cb742,35,22581000,1360,1360,0,1.0,0x30d2f78a495997d4eb9cd5a6a7789c5bbee677d5,0x5ff137d4b0fdcd49dca30c7cf57e578a026d2789,0.0,341827.0,3647940225.0,2.0,4.961198706e-06,4.961198706e-06,0.0
STATICCALL,1360,32,32,32,0xabe68012bf9ef6120e57dc33afc33f899a633b041631f1429b81860979d19f17,0xffffffff00000001000000000000000000000000fffffffffffffffffffffffd,0xffff,0x55cebf6da1f7c6b6508a85b22df20a715b349454868db516e8403f908c5cb742,35,22581000,1360,1360,0,1.0,0x30d2f78a495997d4eb9cd5a6a7789c5bbee677d5,0x5ff137d4b0fdcd49dca30c7cf57e578a026d2789,0.0,341827.0,3647940225.0,2.0,4.961198706e-06,4.961198706e-06,0.0
STATICCALL,1360,32,32,32,0xfb5a430a5f73a14a2f4571bf30347134cea4433a2d26c96e0c6e166f60434d36,0xffffffff00000001000000000000000000000000fffffffffffffffffffffffd,0xffff,0x55cebf6da1f7c6b6508a85b22df20a715b349454868db516e8403f908c5cb742,35,22581000,1360,1360,0,1.0,0x30d2f78a495997d4eb9cd5a6a7789c5bbee677d5,0x5ff137d4b0fdcd49dca30c7cf57e578a026d2789,0.0,341827.0,3647940225.0,2.0,4.961198706e-06,4.961198706e-06,0.0
STATICCALL,200,32,32,32,0x19b4fc99edabcb1c3666b9a9ccaf1452f2518df6cda6ef5ccb8b082e925a7989,0x18,0x30644e72e131a029b85045b68181585d2833e84879b9709143e1f593f0000001,0x80e8b82ea85f7b7904c694f64739daadd906a565cd086d9ad29f9d7971f4c904,7,22580985,200,500,300,2.5,0x30066439887c0a509cb38e45c9262e6924a29bbd,0x8c0bfc04ada21fd496c55b8c50331f904306f564,0.0,310185.0,2604725351.0,2.0,5.209450702e-07,1.3023626755e-06,7.814176053e-07
STATICCALL,200,32,32,32,0x2762bd5f88556ad2f5594ea6770af665a6eb2f1150e57b41ddabcb0329263877,0x800000,0x30644e72e131a029b85045b68181585d2833e84879b9709143e1f593f0000001,0x80e8b82ea85f7b7904c694f64739daadd906a565cd086d9ad29f9d7971f4c904,7,22580985,200,500,300,2.5,0x30066439887c0a509cb38e45c9262e6924a29bbd,0x8c0bfc04ada21fd496c55b8c50331f904306f564,0.0,310185.0,2604725351.0,2.0,5.209450702e-07,1.3023626755e-06,7.814176053e-07
STATICCALL,1349,32,32,32,0x12f74bdb27861d8c048be461a8a39865dc288669139401c82f6256edda97d266,0x30644e72e131a029b85045b68181585d2833e84879b9709143e1f593efffffff,0x30644e72e131a029b85045b68181585d2833e84879b9709143e1f593f0000001,0x80e8b82ea85f7b7904c694f64739daadd906a565cd086d9ad29f9d7971f4c904,7,22580985,1349,1349,0,1.0,0x30066439887c0a509cb38e45c9262e6924a29bbd,0x8c0bfc04ada21fd496c55b8c50331f904306f564,0.0,310185.0,2604725351.0,2.0,3.513774498499e-06,3.513774498499e-06,0.0
STATICCALL,1349,32,32,32,0x2fa6da5cca5907e57a3be1bbe8d540a555ce90ba7755461ddfb3469a412ec2e6,0x30644e72e131a029b85045b68181585d2833e84879b9709143e1f593efffffff,0x30644e72e131a029b85045b68181585d2833e84879b9709143e1f593f0000001,0x80e8b82ea85f7b7904c694f64739daadd906a565cd086d9ad29f9d7971f4c904,7,22580985,1349,1349,0,1.0,0x30066439887c0a509cb38e45c9262e6924a29bbd,0x8c0bfc04ada21fd496c55b8c50331f904306f564,0.0,310185.0,2604725351.0,2.0,3.513774498499e-06,3.513774498499e-06,0.0
STATICCALL,1349,32,32,32,0x2ca6625195ce5fd61730318c46af931a691683474efb2a086cdae3732d12ad5a,0x30644e72e131a029b85045b68181585d2833e84879b9709143e1f593efffffff,0x30644e72e131a029b85045b68181585d2833e84879b9709143e1f593f0000001,0x80e8b82ea85f7b7904c694f64739daadd906a565cd086d9ad29f9d7971f4c904,7,22580985,1349,1349,0,1.0,0x30066439887c0a509cb38e45c9262e6924a29bbd,0x8c0bfc04ada21fd496c55b8c50331f904306f564,0.0,310185.0,2604725351.0,2.0,3.513774498499e-06,3.513774498499e-06,0.0
STATICCALL,200,32,32,32,0x1503c843ef3e1e954a4b165510c6194d0abe5d57caa3db27aa0d9eaa15c17e49,0x18,0x30644e72e131a029b85045b68181585d2833e84879b9709143e1f593f0000001,0xd40475b0d93142b4d3be9f2aa88743b52ade6f558d7b4e7cf46296177a4aec1c,19,22580979,200,500,300,2.5,0xad0a80a085095eca46de3053c345516f1c722d2a,0x8c0bfc04ada21fd496c55b8c50331f904306f564,0.0,309989.0,3565447146.0,2.0,7.130894292e-07,1.782723573e-06,1.0696341438e-06
STATICCALL,200,32,32,32,0x1e6c30b15641394fe67c8896146daf6996f122ef545de7ae1564dcef5c2b723,0x800000,0x30644e72e131a029b85045b68181585d2833e84879b9709143e1f593f0000001,0xd40475b0d93142b4d3be9f2aa88743b52ade6f558d7b4e7cf46296177a4aec1c,19,22580979,200,500,300,2.5,0xad0a80a085095eca46de3053c345516f1c722d2a,0x8c0bfc04ada21fd496c55b8c50331f904306f564,0.0,309989.0,3565447146.0,2.0,7.130894292e-07,1.782723573e-06,1.0696341438e-06
STATICCALL,1349,32,32,32,0x1b0a663a4f85409bf483e68aefdd7a063fbe9954bb2ee369a97b8fefe0faf87b,0x30644e72e131a029b85045b68181585d2833e84879b9709143e1f593efffffff,0x30644e72e131a029b85045b68181585d2833e84879b9709143e1f593f0000001,0xd40475b0d93142b4d3be9f2aa88743b52ade6f558d7b4e7cf46296177a4aec1c,19,22580979,1349,1349,0,1.0,0xad0a80a085095eca46de3053c345516f1c722d2a,0x8c0bfc04ada21fd496c55b8c50331f904306f564,0.0,309989.0,3565447146.0,2.0,4.809788199954e-06,4.809788199954e-06,0.0
STATICCALL,1349,32,32,32,0x2f12011c2cdca5f30cb85b7e4b8c6ac6016adf19b55fc91839ffe6e9b38aaad4,0x30644e72e131a029b85045b68181585d2833e84879b9709143e1f593efffffff,0x30644e72e131a029b85045b68181585d2833e84879b9709143e1f593f0000001,0xd40475b0d93142b4d3be9f2aa88743b52ade6f558d7b4e7cf46296177a4aec1c,19,22580979,1349,1349,0,1.0,0xad0a80a085095eca46de3053c345516f1c722d2a,0x8c0bfc04ada21fd496c55b8c50331f904306f564,0.0,309989.0,3565447146.0,2.0,4.809788199954e-06,4.809788199954e-06,0.0
STATICCALL,1349,32,32,32,0x19685fe621f9e83bcce45bbd2d8f92f09d7115f59831e85816b7b1d38c687796,0x30644e72e131a029b85045b68181585d2833e84879b9709143e1f593efffffff,0x30644e72e131a029b85045b68181585d2833e84879b9709143e1f593f0000001,0xd40475b0d93142b4d3be9f2aa88743b52ade6f558d7b4e7cf46296177a4aec1c,19,22580979,1349,1349,0,1.0,0xad0a80a085095eca46de3053c345516f1c722d2a,0x8c0bfc04ada21fd496c55b8c50331f904306f564,0.0,309989.0,3565447146.0,2.0,4.809788199954e-06,4.809788199954e-06,0.0
STATICCALL,200,32,32,32,0x1335cecb4964ff2b832848bde577c2064556b024cdba00f00d528f6e52d17583,0x18,0x30644e72e131a029b85045b68181585d2833e84879b9709143e1f593f0000001,0xc80a0c0eb4218807b0c7df22090a563196654b1de9b5628ca07e82fa3ce7e40f,25,22580975,200,500,300,2.5,0x58d14960e0a2be353edde61ad719196a2b816522,0x8c0bfc04ada21fd496c55b8c50331f904306f564,0.0,309977.0,3802052951.0,2.0,7.604105902e-07,1.9010264755e-06,1.1406158853e-06
STATICCALL,200,32,32,32,0x2337a3db84de15797c7a740a09d5be7ab3c6f2f997d1bb7633d3c103e6ad3071,0x800000,0x30644e72e131a029b85045b68181585d2833e84879b9709143e1f593f0000001,0xc80a0c0eb4218807b0c7df22090a563196654b1de9b5628ca07e82fa3ce7e40f,25,22580975,200,500,300,2.5,0x58d14960e0a2be353edde61ad719196a2b816522,0x8c0bfc04ada21fd496c55b8c50331f904306f564,0.0,309977.0,3802052951.0,2.0,7.604105902e-07,1.9010264755e-06,1.1406158853e-06
STATICCALL,1349,32,32,32,0x11c3c0c5510e0b318ba6124fde7d4b7d77d9aad75b364934f4160face7a2d8f5,0x30644e72e131a029b85045b68181585d2833e84879b9709143e1f593efffffff,0x30644e72e131a029b85045b68181585d2833e84879b9709143e1f593f0000001,0xc80a0c0eb4218807b0c7df22090a563196654b1de9b5628ca07e82fa3ce7e40f,25,22580975,1349,1349,0,1.0,0x58d14960e0a2be353edde61ad719196a2b816522,0x8c0bfc04ada21fd496c55b8c50331f904306f564,0.0,309977.0,3802052951.0,2.0,5.128969430899e-06,5.128969430899e-06,0.0
STATICCALL,1349,32,32,32,0x2a89a77fc1a816d81d7941dc89afe2712943463bf8efa2185e7e8f7638994609,0x30644e72e131a029b85045b68181585d2833e84879b9709143e1f593efffffff,0x30644e72e131a029b85045b68181585d2833e84879b9709143e1f593f0000001,0xc80a0c0eb4218807b0c7df22090a563196654b1de9b5628ca07e82fa3ce7e40f,25,22580975,1349,1349,0,1.0,0x58d14960e0a2be353edde61ad719196a2b816522,0x8c0bfc04ada21fd496c55b8c50331f904306f564,0.0,309977.0,3802052951.0,2.0,5.128969430899e-06,5.128969430899e-06,0.0
STATICCALL,1349,32,32,32,0x45bfdbb1a404bc6c52b4b52d37e847a93866bb87c5a391e155537d0c02eb847,0x30644e72e131a029b85045b68181585d2833e84879b9709143e1f593efffffff,0x30644e72e131a029b85045b68181585d2833e84879b9709143e1f593f0000001,0xc80a0c0eb4218807b0c7df22090a563196654b1de9b5628ca07e82fa3ce7e40f,25,22580975,1349,1349,0,1.0,0x58d14960e0a2be353edde61ad719196a2b816522,0x8c0bfc04ada21fd496c55b8c50331f904306f564,0.0,309977.0,3802052951.0,2.0,5.128969430899e-06,5.128969430899e-06,0.0
STATICCALL,1338,32,32,32,0x27c484669057edb712ea672c0d9d970a64d7efe849f4a10d02dfcc0c6632da6b,0xc19139cb84c680a6e14116da060561765e05aa45a1c72a34f082305b61f3f52,0x30644e72e131a029b85045b68181585d97816a916871ca8d3c208c16d87cfd47,0x4c3b0b8e188b77302a597e7f800493756a1a6336c35a182888b6a94cdfaee229,212,22580973,1338,1338,0,1.0,0x454ef2f69f91527856e06659f92a66f464c1ca4e,0x870679e138bcdf293b7ff14dd44b70fc97e12fc0,0.0,283893.0,2406862872.0,2.0,3.220382522736e-06,3.220382522736e-06,0.0
STATICCALL,200,32,32,32,0x146654d3dcea9ba2ed4bc95838c89408bf9c6332e47c2749f78699b1a6281120,0x18,0x30644e72e131a029b85045b68181585d2833e84879b9709143e1f593f0000001,0xb8af55582a65e89792dbbce9c0ec870d61f47a1d27d305384d634c0aad56909d,13,22580970,200,500,300,2.5,0xcd0b5a01abe9c14f6efbc610c02ecf0fb69855da,0x8c0bfc04ada21fd496c55b8c50331f904306f564,0.0,310037.0,3642106535.0,2.0,7.28421307e-07,1.8210532675e-06,1.0926319605e-06
STATICCALL,200,32,32,32,0x2b82de49b174e24d3bc3b70c643cb66a075091d07798c5651175a37572313688,0x800000,0x30644e72e131a029b85045b68181585d2833e84879b9709143e1f593f0000001,0xb8af55582a65e89792dbbce9c0ec870d61f47a1d27d305384d634c0aad56909d,13,22580970,200,500,300,2.5,0xcd0b5a01abe9c14f6efbc610c02ecf0fb69855da,0x8c0bfc04ada21fd496c55b8c50331f904306f564,0.0,310037.0,3642106535.0,2.0,7.28421307e-07,1.8210532675e-06,1.0926319605e-06
STATICCALL,1349,32,32,32,0x161636c31381d05f13a8bdf3ae09cd413e81f0f45a165ac9906d753d830ce8dc,0x30644e72e131a029b85045b68181585d2833e84879b9709143e1f593efffffff,0x30644e72e131a029b85045b68181585d2833e84879b9709143e1f593f0000001,0xb8af55582a65e89792dbbce9c0ec870d61f47a1d27d305384d634c0aad56909d,13,22580970,1349,1349,0,1.0,0xcd0b5a01abe9c14f6efbc610c02ecf0fb69855da,0x8c0bfc04ada21fd496c55b8c50331f904306f564,0.0,310037.0,3642106535.0,2.0,4.913201715715e-06,4.913201715715e-06,0.0
STATICCALL,1349,32,32,32,0x7724712218d2ce9210f0936beabd69b1ec192263f8914cac20f6e665104167a,0x30644e72e131a029b85045b68181585d2833e84879b9709143e1f593efffffff,0x30644e72e131a029b85045b68181585d2833e84879b9709143e1f593f0000001,0xb8af55582a65e89792dbbce9c0ec870d61f47a1d27d305384d634c0aad56909d,13,22580970,1349,1349,0,1.0,0xcd0b5a01abe9c14f6efbc610c02ecf0fb69855da,0x8c0bfc04ada21fd496c55b8c50331f904306f564,0.0,310037.0,3642106535.0,2.0,4.913201715715e-06,4.913201715715e-06,0.0
STATICCALL,1349,32,32,32,0x4cd18c83eb59355f7346070d7393b8450b53a8b1cf433c771d9a5d018642e85,0x30644e72e131a029b85045b68181585d2833e84879b9709143e1f593efffffff,0x30644e72e131a029b85045b68181585d2833e84879b9709143e1f593f0000001,0xb8af55582a65e89792dbbce9c0ec870d61f47a1d27d305384d634c0aad56909d,13,22580970,1349,1349,0,1.0,0xcd0b5a01abe9c14f6efbc610c02ecf0fb69855da,0x8c0bfc04ada21fd496c55b8c50331f904306f564,0.0,310037.0,3642106535.0,2.0,4.913201715715e-06,4.913201715715e-06,0.0
STATICCALL,200,32,32,32,0x10a256560aaf0956ed92e09ae8f218116e8da3046dfa606fcae2b350fef42d16,0x18,0x30644e72e131a029b85045b68181585d2833e84879b9709143e1f593f0000001,0x2c50647635684d3b94487cd3387eea0b9bfcc6114f54852cd4a50b2454bf03ba,14,22580970,200,500,300,2.5,0xcd0b5a01abe9c14f6efbc610c02ecf0fb69855da,0x8c0bfc04ada21fd496c55b8c50331f904306f564,0.0,310085.0,3642106535.0,2.0,7.28421307e-07,1.8210532675e-06,1.0926319605e-06
STATICCALL,200,32,32,32,0xd5bcf7cc3c2a9f283dccdd6059453fbb0ecde17acc6af8593a191213b0e9b83,0x800000,0x30644e72e131a029b85045b68181585d2833e84879b9709143e1f593f0000001,0x2c50647635684d3b94487cd3387eea0b9bfcc6114f54852cd4a50b2454bf03ba,14,22580970,200,500,300,2.5,0xcd0b5a01abe9c14f6efbc610c02ecf0fb69855da,0x8c0bfc04ada21fd496c55b8c50331f904306f564,0.0,310085.0,3642106535.0,2.0,7.28421307e-07,1.8210532675e-06,1.0926319605e-06
STATICCALL,1349,32,32,32,0x2531c5d5b20066037f8c026c7b646437d3f1274b6494de96ae72651c30dcaa59,0x30644e72e131a029b85045b68181585d2833e84879b9709143e1f593efffffff,0x30644e72e131a029b85045b68181585d2833e84879b9709143e1f593f0000001,0x2c50647635684d3b94487cd3387eea0b9bfcc6114f54852cd4a50b2454bf03ba,14,22580970,1349,1349,0,1.0,0xcd0b5a01abe9c14f6efbc610c02ecf0fb69855da,0x8c0bfc04ada21fd496c55b8c50331f904306f564,0.0,310085.0,3642106535.0,2.0,4.913201715715e-06,4.913201715715e-06,0.0
STATICCALL,1349,32,32,32,0x86df1f297906f8113f83efd8ff004069d3f725680dfaa363a9670fbcfcc83bd,0x30644e72e131a029b85045b68181585d2833e84879b9709143e1f593efffffff,0x30644e72e131a029b85045b68181585d2833e84879b9709143e1f593f0000001,0x2c50647635684d3b94487cd3387eea0b9bfcc6114f54852cd4a50b2454bf03ba,14,22580970,1349,1349,0,1.0,0xcd0b5a01abe9c14f6efbc610c02ecf0fb69855da,0x8c0bfc04ada21fd496c55b8c50331f904306f564,0.0,310085.0,3642106535.0,2.0,4.913201715715e-06,4.913201715715e-06,0.0
STATICCALL,1349,32,32,32,0x2bcaa427126e9b3026e6c7da517795616d1ce0fa9114cefc28aa95d556a0bf4e,0x30644e72e131a029b85045b68181585d2833e84879b9709143e1f593efffffff,0x30644e72e131a029b85045b68181585d2833e84879b9709143e1f593f0000001,0x2c50647635684d3b94487cd3387eea0b9bfcc6114f54852cd4a50b2454bf03ba,14,22580970,1349,1349,0,1.0,0xcd0b5a01abe9c14f6efbc610c02ecf0fb69855da,0x8c0bfc04ada21fd496c55b8c50331f904306f564,0.0,310085.0,3642106535.0,2.0,4.913201715715e-06,4.913201715715e-06,0.0
STATICCALL,200,32,32,32,0x1f93ee15450daca2b313ffc197f6dfe0905565e29fbe5635603be655f5eafa9b,0x18,0x30644e72e131a029b85045b68181585d2833e84879b9709143e1f593f0000001,0x0540611425ab2d48e1a692df6c86d11989c4e28cd14649897a8212fb22990e18,4,22580968,200,500,300,2.5,0xcd0b5a01abe9c14f6efbc610c02ecf0fb69855da,0x8c0bfc04ada21fd496c55b8c50331f904306f564,0.0,310049.0,3572269148.0,2.0,7.144538296e-07,1.786134574e-06,1.0716807444e-06
STATICCALL,200,32,32,32,0x9224bdf1a6f90a4bdf6c20f28071814ab1408ea7bcf899b9b7fd62d463e97e5,0x800000,0x30644e72e131a029b85045b68181585d2833e84879b9709143e1f593f0000001,0x0540611425ab2d48e1a692df6c86d11989c4e28cd14649897a8212fb22990e18,4,22580968,200,500,300,2.5,0xcd0b5a01abe9c14f6efbc610c02ecf0fb69855da,0x8c0bfc04ada21fd496c55b8c50331f904306f564,0.0,310049.0,3572269148.0,2.0,7.144538296e-07,1.786134574e-06,1.0716807444e-06
STATICCALL,1349,32,32,32,0x75a28a7655c06a365cfd262167d9c9f9fde25275af3a366ff7f9a7b71e7d708,0x30644e72e131a029b85045b68181585d2833e84879b9709143e1f593efffffff,0x30644e72e131a029b85045b68181585d2833e84879b9709143e1f593f0000001,0x0540611425ab2d48e1a692df6c86d11989c4e28cd14649897a8212fb22990e18,4,22580968,1349,1349,0,1.0,0xcd0b5a01abe9c14f6efbc610c02ecf0fb69855da,0x8c0bfc04ada21fd496c55b8c50331f904306f564,0.0,310049.0,3572269148.0,2.0,4.818991080652e-06,4.818991080652e-06,0.0
STATICCALL,1349,32,32,32,0x929e06ac0d38cb185dcfdda7ee21fe2e72ca96a26ba0bf31df221a22966422b,0x30644e72e131a029b85045b68181585d2833e84879b9709143e1f593efffffff,0x30644e72e131a029b85045b68181585d2833e84879b9709143e1f593f0000001,0x0540611425ab2d48e1a692df6c86d11989c4e28cd14649897a8212fb22990e18,4,22580968,1349,1349,0,1.0,0xcd0b5a01abe9c14f6efbc610c02ecf0fb69855da,0x8c0bfc04ada21fd496c55b8c50331f904306f564,0.0,310049.0,3572269148.0,2.0,4.818991080652e-06,4.818991080652e-06,0.0
STATICCALL,1349,32,32,32,0xb785a379bd0dae8c7e4e6050236fd236d2f1f1c634a67ad79ef932b2d16c10a,0x30644e72e131a029b85045b68181585d2833e84879b9709143e1f593efffffff,0x30644e72e131a029b85045b68181585d2833e84879b9709143e1f593f0000001,0x0540611425ab2d48e1a692df6c86d11989c4e28cd14649897a8212fb22990e18,4,22580968,1349,1349,0,1.0,0xcd0b5a01abe9c14f6efbc610c02ecf0fb69855da,0x8c0bfc04ada21fd496c55b8c50331f904306f564,0.0,310049.0,3572269148.0,2.0,4.818991080652e-06,4.818991080652e-06,0.0
STATICCALL,200,32,32,32,0x1f8054b3795dc36eb338087ec3accd441a404b7054e93c61b8ce9c3df2dcde0a,0x18,0x30644e72e131a029b85045b68181585d2833e84879b9709143e1f593f0000001,0x31c86f76c1352ec9e3c18372d0f6196b0ecfff9762594bdfea474b9979ca1f01,5,22580968,200,500,300,2.5,0xcd0b5a01abe9c14f6efbc610c02ecf0fb69855da,0x8c0bfc04ada21fd496c55b8c50331f904306f564,0.0,310049.0,3572269148.0,2.0,7.144538296e-07,1.786134574e-06,1.0716807444e-06
STATICCALL,200,32,32,32,0x207afe454cc01a775463bafbe3ae480c51efc2b32aff028083eecbe2bab723f0,0x800000,0x30644e72e131a029b85045b68181585d2833e84879b9709143e1f593f0000001,0x31c86f76c1352ec9e3c18372d0f6196b0ecfff9762594bdfea474b9979ca1f01,5,22580968,200,500,300,2.5,0xcd0b5a01abe9c14f6efbc610c02ecf0fb69855da,0x8c0bfc04ada21fd496c55b8c50331f904306f564,0.0,310049.0,3572269148.0,2.0,7.144538296e-07,1.786134574e-06,1.0716807444e-06
STATICCALL,1349,32,32,32,0x2d22104fd5768607027f8a744a4224a3bac18dce796bb5aafa152022672a1639,0x30644e72e131a029b85045b68181585d2833e84879b9709143e1f593efffffff,0x30644e72e131a029b85045b68181585d2833e84879b9709143e1f593f0000001,0x31c86f76c1352ec9e3c18372d0f6196b0ecfff9762594bdfea474b9979ca1f01,5,22580968,1349,1349,0,1.0,0xcd0b5a01abe9c14f6efbc610c02ecf0fb69855da,0x8c0bfc04ada21fd496c55b8c50331f904306f564,0.0,310049.0,3572269148.0,2.0,4.818991080652e-06,4.818991080652e-06,0.0
STATICCALL,1349,32,32,32,0x2b7089ee6cf8d5cafacebfc7a4c9a5274c6d1356943f77ecf5f7533ebd7da156,0x30644e72e131a029b85045b68181585d2833e84879b9709143e1f593efffffff,0x30644e72e131a029b85045b68181585d2833e84879b9709143e1f593f0000001,0x31c86f76c1352ec9e3c18372d0f6196b0ecfff9762594bdfea474b9979ca1f01,5,22580968,1349,1349,0,1.0,0xcd0b5a01abe9c14f6efbc610c02ecf0fb69855da,0x8c0bfc04ada21fd496c55b8c50331f904306f564,0.0,310049.0,3572269148.0,2.0,4.818991080652e-06,4.818991080652e-06,0.0
STATICCALL,1349,32,32,32,0x1b78ff6ecfbf329ec60c9b9f8bc27772b91929e5f09a3611042c7370c0d3edba,0x30644e72e131a029b85045b68181585d2833e84879b9709143e1f593efffffff,0x30644e72e131a029b85045b68181585d2833e84879b9709143e1f593f0000001,0x31c86f76c1352ec9e3c18372d0f6196b0ecfff9762594bdfea474b9979ca1f01,5,22580968,1349,1349,0,1.0,0xcd0b5a01abe9c14f6efbc610c02ecf0fb69855da,0x8c0bfc04ada21fd496c55b8c50331f904306f564,0.0,310049.0,3572269148.0,2.0,4.818991080652e-06,4.818991080652e-06,0.0
STATICCALL,200,32,32,32,0x86934d9dba732254ecf41a8e99a218a765d1284c3d2a5fd5c9808cd77fb12dd,0x18,0x30644e72e131a029b85045b68181585d2833e84879b9709143e1f593f0000001,0x489b1fa66ee137ac6aeabc84bc3c9d3a729dc7b614804cd1fd91cb10e4cc4af1,12,22580967,200,500,300,2.5,0xcd0b5a01abe9c14f6efbc610c02ecf0fb69855da,0x8c0bfc04ada21fd496c55b8c50331f904306f564,0.0,310097.0,3618945467.0,2.0,7.237890934e-07,1.8094727335e-06,1.0856836401e-06
STATICCALL,200,32,32,32,0x1428feb032e648775a24d01670caf6362823c2f63bfe117f6c5971a09fa16ba0,0x800000,0x30644e72e131a029b85045b68181585d2833e84879b9709143e1f593f0000001,0x489b1fa66ee137ac6aeabc84bc3c9d3a729dc7b614804cd1fd91cb10e4cc4af1,12,22580967,200,500,300,2.5,0xcd0b5a01abe9c14f6efbc610c02ecf0fb69855da,0x8c0bfc04ada21fd496c55b8c50331f904306f564,0.0,310097.0,3618945467.0,2.0,7.237890934e-07,1.8094727335e-06,1.0856836401e-06
STATICCALL,1349,32,32,32,0x2f54ba2c9a72fa10fc966f810d5a8f15eca6649b2b4cd6b92084671d3f4aacc9,0x30644e72e131a029b85045b68181585d2833e84879b9709143e1f593efffffff,0x30644e72e131a029b85045b68181585d2833e84879b9709143e1f593f0000001,0x489b1fa66ee137ac6aeabc84bc3c9d3a729dc7b614804cd1fd91cb10e4cc4af1,12,22580967,1349,1349,0,1.0,0xcd0b5a01abe9c14f6efbc610c02ecf0fb69855da,0x8c0bfc04ada21fd496c55b8c50331f904306f564,0.0,310097.0,3618945467.0,2.0,4.881957434983e-06,4.881957434983e-06,0.0
STATICCALL,1349,32,32,32,0x175ce62bf570f912802032c4480c0e170544dffc5da5b1477d2386bea3094fc3,0x30644e72e131a029b85045b68181585d2833e84879b9709143e1f593efffffff,0x30644e72e131a029b85045b68181585d2833e84879b9709143e1f593f0000001,0x489b1fa66ee137ac6aeabc84bc3c9d3a729dc7b614804cd1fd91cb10e4cc4af1,12,22580967,1349,1349,0,1.0,0xcd0b5a01abe9c14f6efbc610c02ecf0fb69855da,0x8c0bfc04ada21fd496c55b8c50331f904306f564,0.0,310097.0,3618945467.0,2.0,4.881957434983e-06,4.881957434983e-06,0.0
STATICCALL,1349,32,32,32,0x2b86ab35eb37df0a94b6768588254ba7765103285ff77b11a5c74f87e364e1cf,0x30644e72e131a029b85045b68181585d2833e84879b9709143e1f593efffffff,0x30644e72e131a029b85045b68181585d2833e84879b9709143e1f593f0000001,0x489b1fa66ee137ac6aeabc84bc3c9d3a729dc7b614804cd1fd91cb10e4cc4af1,12,22580967,1349,1349,0,1.0,0xcd0b5a01abe9c14f6efbc610c02ecf0fb69855da,0x8c0bfc04ada21fd496c55b8c50331f904306f564,0.0,310097.0,3618945467.0,2.0,4.881957434983e-06,4.881957434983e-06,0.0
STATICCALL,200,32,32,32,0x15096f51a593dd899e13695649294208464c7401151fafd75b7d000f510ac774,0x18,0x30644e72e131a029b85045b68181585d2833e84879b9709143e1f593f0000001,0x1af7fb46346d18b14a6b2a124ea655cd0534148fbb6071186f2c9950ca3c1e04,13,22580967,200,500,300,2.5,0xcd0b5a01abe9c14f6efbc610c02ecf0fb69855da,0x8c0bfc04ada21fd496c55b8c50331f904306f564,0.0,310073.0,3618945467.0,2.0,7.237890934e-07,1.8094727335e-06,1.0856836401e-06
